text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
venue mix_sunda_jawa medan 600 120jt-180jt lamaran rumah,cari_venue,mix_sunda_jawa,medan,120000000,180000000,600,lamaran,rumah,malam
cek batak padang 80 150jt-200jt lamaran+akad hotel weekday,tanya_kemungkinan,batak,padang,150000000,200000000,80,lamaran+akad,hotel,weekday
venue bugis bali 350 80jt-100jt akad masjid,cari_venue,bugis,bali,80000000,100000000,350,akad,masjid,pagi
catering minimalis bogor 180 90jt-105jt,cari_catering,minimalis,bogor,90000000,105000000,180,akad+resepsi,taman,minggu
venue internasional malang 500 20jt-40jt akad kebun,cari_venue,internasional,malang,20000000,40000000,500,akad,kebun,
venue bugis pekanbaru 600 5jt-10jt akad+resepsi villa,cari_venue,bugis,pekanbaru,5000000,10000000,600,akad+resepsi,villa,
dekor sunda cirebon 400 <= 8jt resepsi taman weekday,cari_dekor,sunda,cirebon,0,8000000,400,resepsi,taman,weekday
venue bugis jakarta pusat 80 40jt-50jt lamaran taman,cari_venue,bugis,jakarta pusat,40000000,50000000,80,lamaran,taman,minggu
dekor melayu jakarta selatan 120 30jt-50jt resepsi malam,cari_dekor,melayu,jakarta selatan,30000000,50000000,120,resepsi,restoran,malam
cek minimalis jakarta selatan 120 90jt-120jt lamaran+akad minggu,tanya_kemungkinan,minimalis,jakarta selatan,90000000,120000000,120,lamaran+akad,resort,minggu
cek batak surabaya 80 <= 8jt lamaran+akad cafe,tanya_kemungkinan,batak,surabaya,0,8000000,80,lamaran+akad,cafe,
venue mix_sunda_jawa medan 350 150jt-200jt lamaran gedung,cari_venue,mix_sunda_jawa,medan,150000000,200000000,350,lamaran,gedung,
venue bugis bogor 500 akad+resepsi villa,cari_venue,bugis,bogor,20000000,40000000,500,akad+resepsi,villa,siang
estimasi rustic makassar 50 estimasi akad gedung,estimasi_budget,rustic,makassar,0,0,50,akad,gedung,malam
dekor batak puncak 250 30jt-40jt resepsi resort weekday,cari_dekor,batak,puncak,30000000,40000000,250,resepsi,resort,weekday
vendor rustic makassar 30 <= 5jt lamaran+akad,cari_vendor,rustic,makassar,0,5000000,30,lamaran+akad,pantai,minggu
vendor melayu depok 200 80jt-100jt lamaran+akad rumah,cari_vendor,melayu,depok,80000000,100000000,200,lamaran+akad,rumah,malam
estimasi minang pekanbaru 350 estimasi akad kebun,estimasi_budget,minang,pekanbaru,0,0,350,akad,kebun,
dekor modern surabaya 350 120jt-180jt lamaran,cari_dekor,modern,surabaya,120000000,180000000,350,lamaran,ballroom,siang
cek minimalis pekanbaru 180 200jt-300jt akad+resepsi kebun malam,tanya_kemungkinan,minimalis,pekanbaru,200000000,300000000,180,akad+resepsi,kebun,malam
venue mix_sunda_jawa bali 150 <= 10jt lamaran ballroom,cari_venue,mix_sunda_jawa,bali,0,10000000,150,lamaran,ballroom,pagi
catering bugis pekanbaru 300 80jt-100jt resort,cari_catering,bugis,pekanbaru,80000000,100000000,300,resepsi,resort,weekday
vendor modern pekanbaru 350 90jt-105jt lamaran cafe minggu,cari_vendor,modern,pekanbaru,90000000,105000000,350,lamaran,cafe,minggu
paket rustic depok 150 <= 5jt masjid,cari_rekomendasi_paket,rustic,depok,0,5000000,150,lamaran+akad,masjid,
cek modern jakarta barat 550 10jt-30jt resepsi hotel,tanya_kemungkinan,modern,jakarta barat,10000000,30000000,550,resepsi,hotel,pagi
vendor jawa sentul 550 <= 8jt akad+resepsi hotel pagi,cari_vendor,jawa,sentul,0,8000000,550,akad+resepsi,hotel,pagi
catering rustic bekasi 400 150jt-175jt akad+resepsi rumah,cari_catering,rustic,bekasi,150000000,175000000,400,akad+resepsi,rumah,
paket internasional bogor 80 80jt-100jt akad+resepsi kebun minggu,cari_rekomendasi_paket,internasional,bogor,80000000,100000000,80,akad+resepsi,kebun,minggu
venue internasional cirebon 300 80jt-100jt resepsi outdoor,cari_venue,internasional,cirebon,80000000,100000000,300,resepsi,outdoor,weekday
catering internasional bandung 200 90jt-120jt akad+resepsi villa,cari_catering,internasional,bandung,90000000,120000000,200,akad+resepsi,villa,weekday
paket modern malang 100 50jt-60jt lamaran+akad pantai,cari_rekomendasi_paket,modern,malang,50000000,60000000,100,lamaran+akad,pantai,siang
catering mix_sunda_jawa sentul 400 100jt-125jt ballroom,cari_catering,mix_sunda_jawa,sentul,100000000,125000000,400,akad+resepsi,ballroom,minggu
cek internasional jakarta timur 100 90jt-120jt akad masjid,tanya_kemungkinan,internasional,jakarta timur,90000000,120000000,100,akad,masjid,
dekor sunda jakarta selatan 450 20jt-40jt,cari_dekor,sunda,jakarta selatan,20000000,40000000,450,lamaran,masjid,minggu
dekor rustic medan 80 20jt-40jt akad+resepsi masjid pagi,cari_dekor,rustic,medan,20000000,40000000,80,akad+resepsi,masjid,pagi
paket minang bali 80 <= 5jt hotel weekday,cari_rekomendasi_paket,minang,bali,0,5000000,80,lamaran,hotel,weekday
venue minimalis puncak 100 40jt-60jt lamaran ballroom,cari_venue,minimalis,puncak,40000000,60000000,100,lamaran,ballroom,minggu
catering modern bogor 350 120jt-180jt resepsi,cari_catering,modern,bogor,120000000,180000000,350,resepsi,restoran,
estimasi mix_sunda_jawa garut 350 estimasi akad ballroom,estimasi_budget,mix_sunda_jawa,garut,0,0,350,akad,ballroom,minggu
catering minimalis surabaya 80 30jt-40jt lamaran rooftop,cari_catering,minimalis,surabaya,30000000,40000000,80,lamaran,rooftop,
cek melayu medan 350 80jt-100jt akad hotel,tanya_kemungkinan,melayu,medan,80000000,100000000,350,akad,hotel,siang
venue melayu medan 100 60jt-80jt resepsi cafe pagi,cari_venue,melayu,medan,60000000,80000000,100,resepsi,cafe,pagi
dekor jawa tasikmalaya 600 <= 8jt resepsi restoran malam,cari_dekor,jawa,tasikmalaya,0,8000000,600,resepsi,restoran,malam
venue minimalis cirebon 50 150jt-200jt lamaran taman,cari_venue,minimalis,cirebon,150000000,200000000,50,lamaran,taman,minggu
paket bugis bekasi 400 120jt-180jt lamaran kebun,cari_rekomendasi_paket,bugis,bekasi,120000000,180000000,400,lamaran,kebun,weekday
vendor melayu cirebon 500 <= 8jt akad+resepsi taman,cari_vendor,melayu,cirebon,0,8000000,500,akad+resepsi,taman,siang
venue batak makassar 200 <= 5jt akad+resepsi cafe weekday,cari_venue,batak,makassar,0,5000000,200,akad+resepsi,cafe,weekday
catering mix_sunda_jawa jakarta pusat 300 90jt-105jt lamaran gedung siang,cari_catering,mix_sunda_jawa,jakarta pusat,90000000,105000000,300,lamaran,gedung,siang
cek jawa pekanbaru 30 70jt-90jt lamaran restoran,tanya_kemungkinan,jawa,pekanbaru,70000000,90000000,30,lamaran,restoran,minggu
catering modern medan 200 60jt-80jt resepsi kebun,cari_catering,modern,medan,60000000,80000000,200,resepsi,kebun,weekday
venue minang jakarta barat 80 100jt-150jt lamaran+akad villa,cari_venue,minang,jakarta barat,100000000,150000000,80,lamaran+akad,villa,
estimasi minimalis garut 600 estimasi lamaran+akad gedung malam,estimasi_budget,minimalis,garut,0,0,600,lamaran+akad,gedung,malam
venue sunda semarang 100 <= 10jt resepsi,cari_venue,sunda,semarang,0,10000000,100,resepsi,outdoor,siang
catering melayu semarang 600 150jt-200jt resepsi rumah,cari_catering,melayu,semarang,150000000,200000000,600,resepsi,rumah,minggu
cek minang surakarta 100 70jt-80jt akad taman,tanya_kemungkinan,minang,surakarta,70000000,80000000,100,akad,taman,malam
venue modern garut 350 60jt-80jt hotel,cari_venue,modern,garut,60000000,80000000,350,akad+resepsi,hotel,malam
dekor melayu malang 20 30jt-50jt lamaran rooftop,cari_dekor,melayu,malang,30000000,50000000,20,lamaran,rooftop,
vendor sunda bogor 550 180jt-250jt lamaran pagi,cari_vendor,sunda,bogor,180000000,250000000,550,lamaran,gedung,pagi
paket minimalis jakarta timur 20 60jt-80jt resepsi,cari_rekomendasi_paket,minimalis,jakarta timur,60000000,80000000,20,resepsi,hotel,
vendor modern cirebon 200 50jt-70jt akad resort pagi,cari_vendor,modern,cirebon,50000000,70000000,200,akad,resort,pagi
vendor bugis garut 120 lamaran+akad,cari_vendor,bugis,garut,10000000,30000000,120,lamaran+akad,villa,weekday
dekor modern padang 80 <= 8jt akad resort,cari_dekor,modern,padang,0,8000000,80,akad,resort,
cek modern jakarta pusat 80 <= 8jt lamaran,tanya_kemungkinan,modern,jakarta pusat,0,8000000,80,lamaran,rooftop,malam
estimasi jawa padang 180 estimasi akad+resepsi taman,estimasi_budget,jawa,padang,0,0,180,akad+resepsi,taman,minggu
vendor bugis malang 550 20jt-40jt akad+resepsi,cari_vendor,bugis,malang,20000000,40000000,550,akad+resepsi,cafe,malam
cek melayu malang 500 50jt-70jt lamaran rumah siang,tanya_kemungkinan,melayu,malang,50000000,70000000,500,lamaran,rumah,siang
estimasi mix_sunda_jawa jakarta pusat 300 estimasi resepsi,estimasi_budget,mix_sunda_jawa,jakarta pusat,0,0,300,resepsi,kebun,weekday
catering batak jakarta barat 600 50jt-70jt resepsi taman,cari_catering,batak,jakarta barat,50000000,70000000,600,resepsi,taman,malam
cek batak tasikmalaya 500 <= 5jt lamaran+akad restoran,tanya_kemungkinan,batak,tasikmalaya,0,5000000,500,lamaran+akad,restoran,weekday
cek mix_sunda_jawa malang 350 20jt-40jt akad,tanya_kemungkinan,mix_sunda_jawa,malang,20000000,40000000,350,akad,kebun,
cek bugis tasikmalaya 350 <= 5jt outdoor,tanya_kemungkinan,bugis,tasikmalaya,0,5000000,350,akad+resepsi,outdoor,siang
vendor mix_sunda_jawa sentul 100 <= 5jt resepsi pantai weekday,cari_vendor,mix_sunda_jawa,sentul,0,5000000,100,resepsi,pantai,weekday
estimasi modern jakarta selatan 20 estimasi lamaran+akad outdoor siang,estimasi_budget,modern,jakarta selatan,0,0,20,lamaran+akad,outdoor,siang
estimasi batak bali 600 estimasi lamaran+akad villa,estimasi_budget,batak,bali,0,0,600,lamaran+akad,villa,minggu
paket modern pekanbaru 100 <= 8jt akad pantai,cari_rekomendasi_paket,modern,pekanbaru,0,8000000,100,akad,pantai,siang
vendor minimalis cirebon 450 10jt-30jt resepsi villa,cari_vendor,minimalis,cirebon,10000000,30000000,450,resepsi,villa,siang
estimasi jawa bali 100 estimasi resepsi kebun siang,estimasi_budget,jawa,bali,0,0,100,resepsi,kebun,siang
paket batak cirebon 20 120jt-150jt lamaran resort,cari_rekomendasi_paket,batak,cirebon,120000000,150000000,20,lamaran,resort,malam
catering rustic surakarta 600 5jt-10jt akad+resepsi cafe,cari_catering,rustic,surakarta,5000000,10000000,600,akad+resepsi,cafe,pagi
catering mix_sunda_jawa jakarta barat 300 50jt-70jt lamaran+akad taman minggu,cari_catering,mix_sunda_jawa,jakarta barat,50000000,70000000,300,lamaran+akad,taman,minggu
venue mix_sunda_jawa bali 80 lamaran+akad restoran,cari_venue,mix_sunda_jawa,bali,120000000,180000000,80,lamaran+akad,restoran,pagi
cek jawa cirebon 500 <= 5jt lamaran hotel,tanya_kemungkinan,jawa,cirebon,0,5000000,500,lamaran,hotel,malam
venue sunda garut 100 <= 20jt resepsi ballroom,cari_venue,sunda,garut,0,20000000,100,resepsi,ballroom,
paket jawa jakarta barat 500 40jt-60jt lamaran restoran,cari_rekomendasi_paket,jawa,jakarta barat,40000000,60000000,500,lamaran,restoran,pagi
paket minang jakarta barat 50 resepsi resort,cari_rekomendasi_paket,minang,jakarta barat,0,20000000,50,resepsi,resort,weekday
catering batak medan 180 90jt-120jt resepsi pantai,cari_catering,batak,medan,90000000,120000000,180,resepsi,pantai,
paket minimalis medan 30 200jt-300jt kebun,cari_rekomendasi_paket,minimalis,medan,200000000,300000000,30,akad+resepsi,kebun,
estimasi minang cirebon 450 estimasi akad villa,estimasi_budget,minang,cirebon,0,0,450,akad,villa,weekday
dekor bugis bali 50 <= 10jt lamaran+akad resort,cari_dekor,bugis,bali,0,10000000,50,lamaran+akad,resort,siang
dekor batak jakarta barat 30 100jt-150jt akad kebun,cari_dekor,batak,jakarta barat,100000000,150000000,30,akad,kebun,siang
cek minang depok 600 180jt-250jt lamaran resort siang,tanya_kemungkinan,minang,depok,180000000,250000000,600,lamaran,resort,siang
paket mix_sunda_jawa yogyakarta 550 40jt-60jt resepsi cafe,cari_rekomendasi_paket,mix_sunda_jawa,yogyakarta,40000000,60000000,550,resepsi,cafe,minggu
vendor minimalis jakarta barat 80 200jt-300jt lamaran cafe,cari_vendor,minimalis,jakarta barat,200000000,300000000,80,lamaran,cafe,siang
estimasi bugis surakarta 80 estimasi resepsi masjid malam,estimasi_budget,bugis,surakarta,0,0,80,resepsi,masjid,malam
vendor modern semarang 500 30jt-40jt minggu,cari_vendor,modern,semarang,30000000,40000000,500,lamaran,gedung,minggu
catering internasional bandung 450 120jt-150jt lamaran+akad hotel,cari_catering,internasional,bandung,120000000,150000000,450,lamaran+akad,hotel,siang
cek mix_sunda_jawa padang 400 100jt-150jt lamaran+akad villa,tanya_kemungkinan,mix_sunda_jawa,padang,100000000,150000000,400,lamaran+akad,villa,pagi
dekor minang bali 100 <= 10jt akad taman pagi,cari_dekor,minang,bali,0,10000000,100,akad,taman,pagi
vendor mix_sunda_jawa jakarta barat 550 <= 8jt akad+resepsi rumah,cari_vendor,mix_sunda_jawa,jakarta barat,0,8000000,550,akad+resepsi,rumah,pagi
cek jawa jakarta barat 120 <= 10jt akad taman,tanya_kemungkinan,jawa,jakarta barat,0,10000000,120,akad,taman,minggu
paket jawa cirebon 30 150jt-200jt akad taman,cari_rekomendasi_paket,jawa,cirebon,150000000,200000000,30,akad,taman,malam
estimasi bugis makassar 300 estimasi akad+resepsi villa weekday,estimasi_budget,bugis,makassar,0,0,300,akad+resepsi,villa,weekday
estimasi batak bekasi 150 estimasi lamaran+akad outdoor,estimasi_budget,batak,bekasi,0,0,150,lamaran+akad,outdoor,
paket minang surabaya 150 5jt-10jt lamaran resort,cari_rekomendasi_paket,minang,surabaya,5000000,10000000,150,lamaran,resort,malam
venue mix_sunda_jawa puncak 180 <= 5jt akad resort,cari_venue,mix_sunda_jawa,puncak,0,5000000,180,akad,resort,
dekor minimalis surakarta 600 5jt-15jt lamaran+akad masjid malam,cari_dekor,minimalis,surakarta,5000000,15000000,600,lamaran+akad,masjid,malam
catering bugis garut 180 90jt-120jt resepsi pagi,cari_catering,bugis,garut,90000000,120000000,180,resepsi,villa,pagi
vendor mix_sunda_jawa bogor 400 80jt-90jt lamaran taman malam,cari_vendor,mix_sunda_jawa,bogor,80000000,90000000,400,lamaran,taman,malam
cek minimalis yogyakarta 500 <= 10jt resepsi masjid,tanya_kemungkinan,minimalis,yogyakarta,0,10000000,500,resepsi,masjid,weekday
paket bugis medan 600 40jt-50jt resepsi,cari_rekomendasi_paket,bugis,medan,40000000,50000000,600,resepsi,ballroom,minggu
cek sunda medan 450 <= 10jt resepsi cafe,tanya_kemungkinan,sunda,medan,0,10000000,450,resepsi,cafe,malam
cek jawa padang 600 40jt-50jt akad rooftop,tanya_kemungkinan,jawa,padang,40000000,50000000,600,akad,rooftop,malam
paket jawa semarang 120 180jt-250jt akad rumah,cari_rekomendasi_paket,jawa,semarang,180000000,250000000,120,akad,rumah,siang
cek batak padang 80 <= 10jt rumah,tanya_kemungkinan,batak,padang,0,10000000,80,akad+resepsi,rumah,minggu
catering minang makassar 250 80jt-100jt resepsi kebun siang,cari_catering,minang,makassar,80000000,100000000,250,resepsi,kebun,siang
vendor internasional jakarta barat 200 5jt-15jt lamaran ballroom pagi,cari_vendor,internasional,jakarta barat,5000000,15000000,200,lamaran,ballroom,pagi
dekor batak pekanbaru 350 5jt-15jt lamaran+akad taman weekday,cari_dekor,batak,pekanbaru,5000000,15000000,350,lamaran+akad,taman,weekday
cek minang medan 120 10jt-30jt resepsi kebun malam,tanya_kemungkinan,minang,medan,10000000,30000000,120,resepsi,kebun,malam
venue jawa bandung 20 <= 10jt akad+resepsi ballroom,cari_venue,jawa,bandung,0,10000000,20,akad+resepsi,ballroom,
paket batak puncak 500 50jt-70jt akad ballroom minggu,cari_rekomendasi_paket,batak,puncak,50000000,70000000,500,akad,ballroom,minggu
cek minang jakarta barat 300 80jt-90jt akad+resepsi ballroom,tanya_kemungkinan,minang,jakarta barat,80000000,90000000,300,akad+resepsi,ballroom,siang
catering melayu semarang 350 20jt-40jt akad kebun malam,cari_catering,melayu,semarang,20000000,40000000,350,akad,kebun,malam
estimasi batak malang 200 estimasi akad+resepsi masjid,estimasi_budget,batak,malang,0,0,200,akad+resepsi,masjid,pagi
paket batak bogor 30 200jt-300jt lamaran+akad,cari_rekomendasi_paket,batak,bogor,200000000,300000000,30,lamaran+akad,rumah,minggu
cek jawa surabaya 350 70jt-90jt akad malam,tanya_kemungkinan,jawa,surabaya,70000000,90000000,350,akad,ballroom,malam
estimasi minimalis bandung 20 lamaran+akad taman,estimasi_budget,minimalis,bandung,0,0,20,lamaran+akad,taman,pagi
dekor melayu tasikmalaya 300 50jt-60jt outdoor siang,cari_dekor,melayu,tasikmalaya,50000000,60000000,300,resepsi,outdoor,siang
venue minimalis malang 450 80jt-90jt akad rumah minggu,cari_venue,minimalis,malang,80000000,90000000,450,akad,rumah,minggu
catering rustic cirebon 350 10jt-30jt resepsi masjid,cari_catering,rustic,cirebon,10000000,30000000,350,resepsi,masjid,weekday
cek mix_sunda_jawa depok 180 100jt-150jt lamaran kebun,tanya_kemungkinan,mix_sunda_jawa,depok,100000000,150000000,180,lamaran,kebun,siang
dekor minimalis jakarta timur 100 50jt-70jt lamaran+akad hotel,cari_dekor,minimalis,jakarta timur,50000000,70000000,100,lamaran+akad,hotel,
cek melayu surabaya 50 20jt-30jt lamaran+akad pantai,tanya_kemungkinan,melayu,surabaya,20000000,30000000,50,lamaran+akad,pantai,minggu
dekor minang padang 300 5jt-15jt lamaran,cari_dekor,minang,padang,5000000,15000000,300,lamaran,restoran,
paket sunda yogyakarta 350 40jt-60jt akad+resepsi pantai siang,cari_rekomendasi_paket,sunda,yogyakarta,40000000,60000000,350,akad+resepsi,pantai,siang
vendor rustic bandung 120 100jt-150jt lamaran+akad villa,cari_vendor,rustic,bandung,100000000,150000000,120,lamaran+akad,villa,siang
dekor minang surabaya 600 <= 20jt lamaran+akad kebun,cari_dekor,minang,surabaya,0,20000000,600,lamaran+akad,kebun,pagi
estimasi modern pekanbaru 600 estimasi lamaran gedung pagi,estimasi_budget,modern,pekanbaru,0,0,600,lamaran,gedung,pagi
catering modern semarang 180 <= 5jt lamaran+akad rumah malam,cari_catering,modern,semarang,0,5000000,180,lamaran+akad,rumah,malam
cek minang surakarta 180 200jt-300jt resepsi,tanya_kemungkinan,minang,surakarta,200000000,300000000,180,resepsi,taman,pagi
paket sunda garut 350 akad+resepsi rooftop,cari_rekomendasi_paket,sunda,garut,5000000,10000000,350,akad+resepsi,rooftop,pagi
paket sunda jakarta timur 180 40jt-60jt lamaran pantai malam,cari_rekomendasi_paket,sunda,jakarta timur,40000000,60000000,180,lamaran,pantai,malam
cek modern yogyakarta 500 60jt-80jt lamaran rumah,tanya_kemungkinan,modern,yogyakarta,60000000,80000000,500,lamaran,rumah,siang
paket minimalis garut 80 20jt-30jt resepsi gedung,cari_rekomendasi_paket,minimalis,garut,20000000,30000000,80,resepsi,gedung,siang
vendor rustic surakarta 500 <= 20jt lamaran restoran weekday,cari_vendor,rustic,surakarta,0,20000000,500,lamaran,restoran,weekday
paket sunda padang 400 <= 10jt akad rooftop malam,cari_rekomendasi_paket,sunda,padang,0,10000000,400,akad,rooftop,malam
cek minimalis semarang 50 30jt-50jt resepsi,tanya_kemungkinan,minimalis,semarang,30000000,50000000,50,resepsi,cafe,pagi
cek minang makassar 350 100jt-150jt akad masjid,tanya_kemungkinan,minang,makassar,100000000,150000000,350,akad,masjid,
catering minimalis depok 180 100jt-150jt lamaran pantai,cari_catering,minimalis,depok,100000000,150000000,180,lamaran,pantai,siang
vendor rustic malang 550 60jt-80jt lamaran+akad outdoor siang,cari_vendor,rustic,malang,60000000,80000000,550,lamaran+akad,outdoor,siang
catering jawa surabaya 80 70jt-80jt lamaran kebun,cari_catering,jawa,surabaya,70000000,80000000,80,lamaran,kebun,
dekor jawa surakarta 20 <= 20jt resepsi rooftop,cari_dekor,jawa,surakarta,0,20000000,20,resepsi,rooftop,
vendor melayu bali 100 180jt-250jt akad+resepsi weekday,cari_vendor,melayu,bali,180000000,250000000,100,akad+resepsi,outdoor,weekday
catering modern bekasi 600 <= 10jt akad+resepsi gedung pagi,cari_catering,modern,bekasi,0,10000000,600,akad+resepsi,gedung,pagi
estimasi minang puncak 180 estimasi resepsi rooftop,estimasi_budget,minang,puncak,0,0,180,resepsi,rooftop,malam
estimasi minimalis malang 350 estimasi lamaran+akad kebun,estimasi_budget,minimalis,malang,0,0,350,lamaran+akad,kebun,minggu
catering bugis jakarta pusat 300 masjid,cari_catering,bugis,jakarta pusat,20000000,40000000,300,lamaran+akad,masjid,malam
dekor rustic bekasi 500 <= 10jt akad+resepsi masjid minggu,cari_dekor,rustic,bekasi,0,10000000,500,akad+resepsi,masjid,minggu
estimasi jawa depok 400 estimasi rooftop malam,estimasi_budget,jawa,depok,0,0,400,resepsi,rooftop,malam
venue melayu padang 120 150jt-175jt akad+resepsi pantai pagi,cari_venue,melayu,padang,150000000,175000000,120,akad+resepsi,pantai,pagi
venue mix_sunda_jawa makassar 600 5jt-10jt lamaran gedung,cari_venue,mix_sunda_jawa,makassar,5000000,10000000,600,lamaran,gedung,
venue rustic medan 180 50jt-70jt resepsi taman,cari_venue,rustic,medan,50000000,70000000,180,resepsi,taman,malam
venue rustic cirebon 350 resepsi,cari_venue,rustic,cirebon,180000000,250000000,350,resepsi,outdoor,minggu
paket rustic sentul 450 90jt-120jt lamaran+akad cafe,cari_rekomendasi_paket,rustic,sentul,90000000,120000000,450,lamaran+akad,cafe,pagi
venue mix_sunda_jawa pekanbaru 400 120jt-180jt lamaran+akad,cari_venue,mix_sunda_jawa,pekanbaru,120000000,180000000,400,lamaran+akad,gedung,minggu
paket minang bekasi 450 40jt-60jt resepsi,cari_rekomendasi_paket,minang,bekasi,40000000,60000000,450,resepsi,resort,
paket rustic puncak 550 20jt-40jt lamaran+akad resort,cari_rekomendasi_paket,rustic,puncak,20000000,40000000,550,lamaran+akad,resort,malam
estimasi modern cirebon 450 estimasi hotel,estimasi_budget,modern,cirebon,0,0,450,akad+resepsi,hotel,
catering bugis tasikmalaya 300 10jt-30jt akad rumah malam,cari_catering,bugis,tasikmalaya,10000000,30000000,300,akad,rumah,malam
estimasi bugis medan 450 estimasi lamaran+akad gedung,estimasi_budget,bugis,medan,0,0,450,lamaran+akad,gedung,malam
estimasi minang sentul 500 estimasi ballroom malam,estimasi_budget,minang,sentul,0,0,500,lamaran+akad,ballroom,malam
cek rustic sentul 180 70jt-90jt lamaran kebun siang,tanya_kemungkinan,rustic,sentul,70000000,90000000,180,lamaran,kebun,siang
estimasi mix_sunda_jawa bandung 250 estimasi pantai,estimasi_budget,mix_sunda_jawa,bandung,0,0,250,resepsi,pantai,weekday
dekor batak medan 180 <= 10jt akad rooftop,cari_dekor,batak,medan,0,10000000,180,akad,rooftop,malam
cek internasional malang 500 80jt-90jt resepsi taman minggu,tanya_kemungkinan,internasional,malang,80000000,90000000,500,resepsi,taman,minggu
venue minimalis medan 250 150jt-200jt resepsi ballroom minggu,cari_venue,minimalis,medan,150000000,200000000,250,resepsi,ballroom,minggu
paket minimalis jakarta barat 450 <= 20jt akad+resepsi,cari_rekomendasi_paket,minimalis,jakarta barat,0,20000000,450,akad+resepsi,gedung,malam
estimasi batak puncak 150 estimasi lamaran+akad rumah,estimasi_budget,batak,puncak,0,0,150,lamaran+akad,rumah,siang
estimasi jawa yogyakarta 20 estimasi akad+resepsi rooftop pagi,estimasi_budget,jawa,yogyakarta,0,0,20,akad+resepsi,rooftop,pagi
dekor minimalis jakarta timur 250 <= 10jt lamaran taman,cari_dekor,minimalis,jakarta timur,0,10000000,250,lamaran,taman,minggu
catering mix_sunda_jawa makassar 250 40jt-50jt akad+resepsi kebun,cari_catering,mix_sunda_jawa,makassar,40000000,50000000,250,akad+resepsi,kebun,malam
catering bugis padang 300 90jt-105jt akad+resepsi weekday,cari_catering,bugis,padang,90000000,105000000,300,akad+resepsi,masjid,weekday
catering batak bandung 20 30jt-50jt lamaran+akad villa pagi,cari_catering,batak,bandung,30000000,50000000,20,lamaran+akad,villa,pagi
paket minimalis cirebon 550 20jt-40jt lamaran+akad kebun,cari_rekomendasi_paket,minimalis,cirebon,20000000,40000000,550,lamaran+akad,kebun,minggu
vendor sunda garut 180 <= 20jt lamaran rumah,cari_vendor,sunda,garut,0,20000000,180,lamaran,rumah,pagi
dekor jawa padang 100 5jt-15jt akad resort malam,cari_dekor,jawa,padang,5000000,15000000,100,akad,resort,malam
paket rustic medan 350 70jt-90jt akad+resepsi villa malam,cari_rekomendasi_paket,rustic,medan,70000000,90000000,350,akad+resepsi,villa,malam
venue sunda bandung 100 180jt-250jt akad rooftop,cari_venue,sunda,bandung,180000000,250000000,100,akad,rooftop,
paket sunda bogor 150 <= 5jt lamaran ballroom minggu,cari_rekomendasi_paket,sunda,bogor,0,5000000,150,lamaran,ballroom,minggu
vendor jawa jakarta pusat 30 10jt-30jt akad+resepsi ballroom,cari_vendor,jawa,jakarta pusat,10000000,30000000,30,akad+resepsi,ballroom,minggu
estimasi batak yogyakarta 50 estimasi akad pantai minggu,estimasi_budget,batak,yogyakarta,0,0,50,akad,pantai,minggu
catering internasional padang 300 resepsi cafe,cari_catering,internasional,padang,80000000,90000000,300,resepsi,cafe,weekday
vendor jawa bali 300 40jt-60jt resepsi malam,cari_vendor,jawa,bali,40000000,60000000,300,resepsi,outdoor,malam
catering bugis bekasi 20 200jt-300jt rooftop,cari_catering,bugis,bekasi,200000000,300000000,20,lamaran,rooftop,siang
estimasi internasional bekasi 180 estimasi lamaran+akad rooftop,estimasi_budget,internasional,bekasi,0,0,180,lamaran+akad,rooftop,pagi
dekor internasional surakarta 450 120jt-150jt resepsi rooftop pagi,cari_dekor,internasional,surakarta,120000000,150000000,450,resepsi,rooftop,pagi
cek modern jakarta timur 120 akad gedung,tanya_kemungkinan,modern,jakarta timur,200000000,300000000,120,akad,gedung,weekday
catering sunda cirebon 50 <= 8jt resepsi taman,cari_catering,sunda,cirebon,0,8000000,50,resepsi,taman,minggu
catering jawa padang 250 180jt-250jt akad+resepsi outdoor,cari_catering,jawa,padang,180000000,250000000,250,akad+resepsi,outdoor,malam
cek mix_sunda_jawa sentul 120 <= 20jt resort malam,tanya_kemungkinan,mix_sunda_jawa,sentul,0,20000000,120,lamaran,resort,malam
catering minang surabaya 300 40jt-60jt akad+resepsi kebun,cari_catering,minang,surabaya,40000000,60000000,300,akad+resepsi,kebun,malam
vendor minang garut 600 10jt-30jt akad+resepsi kebun,cari_vendor,minang,garut,10000000,30000000,600,akad+resepsi,kebun,minggu
venue jawa jakarta timur 600 <= 20jt resort,cari_venue,jawa,jakarta timur,0,20000000,600,akad,resort,malam
cek rustic depok 180 10jt-20jt lamaran+akad villa,tanya_kemungkinan,rustic,depok,10000000,20000000,180,lamaran+akad,villa,siang
venue minimalis yogyakarta 150 20jt-40jt akad+resepsi villa minggu,cari_venue,minimalis,yogyakarta,20000000,40000000,150,akad+resepsi,villa,minggu
catering minimalis surakarta 300 90jt-120jt akad+resepsi rumah,cari_catering,minimalis,surakarta,90000000,120000000,300,akad+resepsi,rumah,pagi
catering sunda sentul 180 200jt-300jt resepsi ballroom,cari_catering,sunda,sentul,200000000,300000000,180,resepsi,ballroom,
paket melayu padang 250 120jt-180jt pagi,cari_rekomendasi_paket,melayu,padang,120000000,180000000,250,resepsi,taman,pagi
